"","site_code","project_name","community_type","calendar_year","treatment_year","treatment","block","plot_id","genus_species","relcov","id"
"131","KNZ","pplots","0",2002,0,"N1P1","0","20","bouteloua curtipendula",0.0649350649350649,"KNZ_pplots_0"
"132","KNZ","pplots","0",2002,0,"N1P1","0","20","andropogon scoparius",0.122655122655123,"KNZ_pplots_0"
"133","KNZ","pplots","0",2002,0,"N1P1","0","20","sporobolus asper",0.012987012987013,"KNZ_pplots_0"
"134","KNZ","pplots","0",2002,0,"N1P1","0","23","asclepias verticillata",0.00495867768595041,"KNZ_pplots_0"
"135","KNZ","pplots","0",2002,0,"N1P1","0","23","sporobolus heterolepis",0.0826446280991736,"KNZ_pplots_0"
"136","KNZ","pplots","0",2002,0,"N1P1","0","23","andropogon gerardii",0.272727272727273,"KNZ_pplots_0"
"137","KNZ","pplots","0",2002,0,"N1P1","0","23","dichanthelium oligosanthes",0.0148760330578512,"KNZ_pplots_0"
"138","KNZ","pplots","0",2002,0,"N1P1","0","23","andropogon scoparius",0.330578512396694,"KNZ_pplots_0"
"139","KNZ","pplots","0",2002,0,"N1P1","0","23","solidago missouriensis",0.00495867768595041,"KNZ_pplots_0"
"140","KNZ","pplots","0",2002,0,"N1P1","0","23","carex meadii",0.0181818181818182,"KNZ_pplots_0"
"141","KNZ","pplots","0",2002,0,"N1P1","0","23","aster ericoides",0.0462809917355372,"KNZ_pplots_0"
"142","KNZ","pplots","0",2002,0,"N1P1","0","23","sorghastrum nutans",0.0909090909090909,"KNZ_pplots_0"
"143","KNZ","pplots","0",2002,0,"N1P1","0","23","physalis pumila",0.00165289256198347,"KNZ_pplots_0"
"144","KNZ","pplots","0",2002,0,"N1P1","0","23","bouteloua curtipendula",0.0330578512396694,"KNZ_pplots_0"
"145","KNZ","pplots","0",2002,0,"N1P1","0","23","linum sulcatum",0.00165289256198347,"KNZ_pplots_0"
"146","KNZ","pplots","0",2002,0,"N1P1","0","23","sporobolus asper",0.00165289256198347,"KNZ_pplots_0"
"147","KNZ","pplots","0",2002,0,"N1P1","0","23","aster sericeus",0.00991735537190083,"KNZ_pplots_0"
"148","KNZ","pplots","0",2002,0,"N1P1","0","23","amorpha canescens",0.00495867768595041,"KNZ_pplots_0"
"149","KNZ","pplots","0",2002,0,"N1P1","0","23","poa pratensis",0.0347107438016529,"KNZ_pplots_0"
"150","KNZ","pplots","0",2002,0,"N1P1","0","23","carex heliophila",0.0462809917355372,"KNZ_pplots_0"
"151","KNZ","pplots","0",2002,0,"N1P1","0","28","aster ericoides",0.0704500978473581,"KNZ_pplots_0"
"152","KNZ","pplots","0",2002,0,"N1P1","0","28","bouteloua curtipendula",0.00978473581213307,"KNZ_pplots_0"
"153","KNZ","pplots","0",2002,0,"N1P1","0","28","koeleria pyramidata",0.00391389432485323,"KNZ_pplots_0"
"154","KNZ","pplots","0",2002,0,"N1P1","0","28","sorghastrum nutans",0.199608610567515,"KNZ_pplots_0"
"155","KNZ","pplots","0",2002,0,"N1P1","0","28","andropogon gerardii",0.244618395303327,"KNZ_pplots_0"
"156","KNZ","pplots","0",2002,0,"N1P1","0","28","andropogon scoparius",0.264187866927593,"KNZ_pplots_0"
"157","KNZ","pplots","0",2002,0,"N1P1","0","28","poa pratensis",0.0880626223091976,"KNZ_pplots_0"
"158","KNZ","pplots","0",2002,0,"N1P1","0","28","asclepias verticillata",0.00195694716242661,"KNZ_pplots_0"
"159","KNZ","pplots","0",2002,0,"N1P1","0","28","carex meadii",0.00978473581213307,"KNZ_pplots_0"
"160","KNZ","pplots","0",2002,0,"N1P1","0","28","amorpha canescens",0.025440313111546,"KNZ_pplots_0"
"161","KNZ","pplots","0",2002,0,"N1P1","0","28","sporobolus asper",0.0195694716242661,"KNZ_pplots_0"
"162","KNZ","pplots","0",2002,0,"N1P1","0","28","carex heliophila",0.0391389432485323,"KNZ_pplots_0"
"163","KNZ","pplots","0",2002,0,"N1P1","0","28","triodanis leptocarpa",0.00782778864970646,"KNZ_pplots_0"
"164","KNZ","pplots","0",2002,0,"N1P1","0","28","dichanthelium oligosanthes",0.0156555772994129,"KNZ_pplots_0"
"165","KNZ","pplots","0",2002,0,"N1P1","0","3","physalis pumila",0.0194003527336861,"KNZ_pplots_0"
"166","KNZ","pplots","0",2002,0,"N1P1","0","3","dichanthelium oligosanthes",0.0141093474426808,"KNZ_pplots_0"
"167","KNZ","pplots","0",2002,0,"N1P1","0","3","asclepias verticillata",0.00352733686067019,"KNZ_pplots_0"
"168","KNZ","pplots","0",2002,0,"N1P1","0","3","carex heliophila",0.0264550264550265,"KNZ_pplots_0"
"169","KNZ","pplots","0",2002,0,"N1P1","0","3","andropogon gerardii",0.185185185185185,"KNZ_pplots_0"
"170","KNZ","pplots","0",2002,0,"N1P1","0","3","carex meadii",0.00529100529100529,"KNZ_pplots_0"
"171","KNZ","pplots","0",2002,0,"N1P1","0","3","aster ericoides",0.0846560846560847,"KNZ_pplots_0"
"172","KNZ","pplots","0",2002,0,"N1P1","0","3","linum sulcatum",0.0017636684303351,"KNZ_pplots_0"
"173","KNZ","pplots","0",2002,0,"N1P1","0","3","schrankia nuttallii",0.017636684303351,"KNZ_pplots_0"
"174","KNZ","pplots","0",2002,0,"N1P1","0","3","bouteloua curtipendula",0.0793650793650794,"KNZ_pplots_0"
"175","KNZ","pplots","0",2002,0,"N1P1","0","3","sorghastrum nutans",0.255731922398589,"KNZ_pplots_0"
"176","KNZ","pplots","0",2002,0,"N1P1","0","3","andropogon scoparius",0.246913580246914,"KNZ_pplots_0"
"177","KNZ","pplots","0",2002,0,"N1P1","0","3","poa pratensis",0.0105820105820106,"KNZ_pplots_0"
"178","KNZ","pplots","0",2002,0,"N1P1","0","3","kuhnia eupatorioides",0.00352733686067019,"KNZ_pplots_0"
"179","KNZ","pplots","0",2002,0,"N1P1","0","3","triodanis perfoliata",0.00529100529100529,"KNZ_pplots_0"
"180","KNZ","pplots","0",2002,0,"N1P1","0","3","eragrostis spectabilis",0.00529100529100529,"KNZ_pplots_0"
"181","KNZ","pplots","0",2002,0,"N1P1","0","3","ruellia humilis",0.00529100529100529,"KNZ_pplots_0"
"182","KNZ","pplots","0",2002,0,"N1P1","0","3","sporobolus asper",0.0123456790123457,"KNZ_pplots_0"
"183","KNZ","pplots","0",2002,0,"N1P1","0","3","plantago patagonica",0.0017636684303351,"KNZ_pplots_0"
"184","KNZ","pplots","0",2002,0,"N1P1","0","3","lithospermum incisum",0.0017636684303351,"KNZ_pplots_0"
"185","KNZ","pplots","0",2002,0,"N1P1","0","3","antennaria neglecta",0.0141093474426808,"KNZ_pplots_0"
"186","KNZ","pplots","0",2002,0,"N1P1","0","30","koeleria pyramidata",0.00649350649350649,"KNZ_pplots_0"
"187","KNZ","pplots","0",2002,0,"N1P1","0","30","carex heliophila",0.0173160173160173,"KNZ_pplots_0"
"188","KNZ","pplots","0",2002,0,"N1P1","0","30","linum sulcatum",0.00216450216450216,"KNZ_pplots_0"
"189","KNZ","pplots","0",2002,0,"N1P1","0","30","andropogon gerardii",0.335497835497836,"KNZ_pplots_0"
"190","KNZ","pplots","0",2002,0,"N1P1","0","30","bouteloua curtipendula",0.0108225108225108,"KNZ_pplots_0"
"191","KNZ","pplots","0",2002,0,"N1P1","0","30","poa pratensis",0.0606060606060606,"KNZ_pplots_0"
"192","KNZ","pplots","0",2002,0,"N1P1","0","30","solidago missouriensis",0.0173160173160173,"KNZ_pplots_0"
"193","KNZ","pplots","0",2002,0,"N1P1","0","30","ambrosia psilostachya",0.025974025974026,"KNZ_pplots_0"
"194","KNZ","pplots","0",2002,0,"N1P1","0","30","sorghastrum nutans",0.119047619047619,"KNZ_pplots_0"
"195","KNZ","pplots","0",2002,0,"N1P1","0","30","asclepias verticillata",0.00216450216450216,"KNZ_pplots_0"
"196","KNZ","pplots","0",2002,0,"N1P1","0","30","sporobolus asper",0.00649350649350649,"KNZ_pplots_0"
"197","KNZ","pplots","0",2002,0,"N1P1","0","30","euphorbia serpens",0.00216450216450216,"KNZ_pplots_0"
"198","KNZ","pplots","0",2002,0,"N1P1","0","30","andropogon scoparius",0.331168831168831,"KNZ_pplots_0"
"199","KNZ","pplots","0",2002,0,"N1P1","0","30","ruellia humilis",0.00649350649350649,"KNZ_pplots_0"
"200","KNZ","pplots","0",2002,0,"N1P1","0","30","aster ericoides",0.0346320346320346,"KNZ_pplots_0"
"201","KNZ","pplots","0",2002,0,"N1P1","0","30","baptisia australis",0.0216450216450216,"KNZ_pplots_0"
"202","KNZ","pplots","0",2002,0,"N1P1","0","43","salvia azurea",0.0323886639676113,"KNZ_pplots_0"
"203","KNZ","pplots","0",2002,0,"N1P1","0","43","ruellia humilis",0.00202429149797571,"KNZ_pplots_0"
"204","KNZ","pplots","0",2002,0,"N1P1","0","43","aster ericoides",0.0425101214574899,"KNZ_pplots_0"
"205","KNZ","pplots","0",2002,0,"N1P1","0","43","carex meadii",0.0121457489878543,"KNZ_pplots_0"
"206","KNZ","pplots","0",2002,0,"N1P1","0","43","carex heliophila",0.0283400809716599,"KNZ_pplots_0"
"207","KNZ","pplots","0",2002,0,"N1P1","0","43","andropogon gerardii",0.445344129554656,"KNZ_pplots_0"
"208","KNZ","pplots","0",2002,0,"N1P1","0","43","sorghastrum nutans",0.0769230769230769,"KNZ_pplots_0"
"209","KNZ","pplots","0",2002,0,"N1P1","0","43","ambrosia psilostachya",0.00607287449392713,"KNZ_pplots_0"
"210","KNZ","pplots","0",2002,0,"N1P1","0","43","dalea candida",0.0242914979757085,"KNZ_pplots_0"
"211","KNZ","pplots","0",2002,0,"N1P1","0","43","asclepias verticillata",0.00404858299595142,"KNZ_pplots_0"
"212","KNZ","pplots","0",2002,0,"N1P1","0","43","poa pratensis",0.0323886639676113,"KNZ_pplots_0"
"213","KNZ","pplots","0",2002,0,"N1P1","0","43","andropogon scoparius",0.121457489878543,"KNZ_pplots_0"
"214","KNZ","pplots","0",2002,0,"N1P1","0","43","bouteloua curtipendula",0.0506072874493927,"KNZ_pplots_0"
"215","KNZ","pplots","0",2002,0,"N1P1","0","43","sporobolus asper",0.0951417004048583,"KNZ_pplots_0"
"216","KNZ","pplots","0",2002,0,"N1P1","0","43","solidago missouriensis",0.00404858299595142,"KNZ_pplots_0"
"217","KNZ","pplots","0",2002,0,"N1P1","0","43","kuhnia eupatorioides",0.0101214574898785,"KNZ_pplots_0"
"218","KNZ","pplots","0",2002,0,"N1P1","0","43","dichanthelium oligosanthes",0.0121457489878543,"KNZ_pplots_0"
"219","KNZ","pplots","0",2002,0,"N1P2","0","12","bouteloua gracilis",0.0043731778425656,"KNZ_pplots_0"
"220","KNZ","pplots","0",2002,0,"N1P2","0","12","sporobolus asper",0.0524781341107872,"KNZ_pplots_0"
"221","KNZ","pplots","0",2002,0,"N1P2","0","12","andropogon gerardii",0.170553935860058,"KNZ_pplots_0"
"222","KNZ","pplots","0",2002,0,"N1P2","0","12","asclepias verticillata",0.0087463556851312,"KNZ_pplots_0"
"223","KNZ","pplots","0",2002,0,"N1P2","0","12","linum sulcatum",0.0043731778425656,"KNZ_pplots_0"
"224","KNZ","pplots","0",2002,0,"N1P2","0","12","ambrosia psilostachya",0.00145772594752187,"KNZ_pplots_0"
"225","KNZ","pplots","0",2002,0,"N1P2","0","12","poa pratensis",0.0160349854227405,"KNZ_pplots_0"
"226","KNZ","pplots","0",2002,0,"N1P2","0","12","aster ericoides",0.065597667638484,"KNZ_pplots_0"
"227","KNZ","pplots","0",2002,0,"N1P2","0","12","sisyrinchium campestre",0.00145772594752187,"KNZ_pplots_0"
"228","KNZ","pplots","0",2002,0,"N1P2","0","12","aster oblongifolius",0.0247813411078717,"KNZ_pplots_0"
"229","KNZ","pplots","0",2002,0,"N1P2","0","12","dichanthelium oligosanthes",0.0087463556851312,"KNZ_pplots_0"
"230","KNZ","pplots","0",2002,0,"N1P2","0","12","carex heliophila",0.0626822157434402,"KNZ_pplots_0"
"231","KNZ","pplots","0",2002,0,"N1P2","0","12","solidago missouriensis",0.0087463556851312,"KNZ_pplots_0"
"232","KNZ","pplots","0",2002,0,"N1P2","0","12","bouteloua curtipendula",0.0306122448979592,"KNZ_pplots_0"
"233","KNZ","pplots","0",2002,0,"N1P2","0","12","hieracium longipilum",0.00145772594752187,"KNZ_pplots_0"
